BORDERLANDS 4 — ACTOR NAME CATALOG
Actor file (gbxactor code) ↔ in-game display name
Generated: 2026-07-30T20:11:26.302Z
Source: references/bl4_toolbox_export/ncs/json
Total actors: 1376

Format:
  Char_* code                                   In-game name  (notes)
  Char_Thresher_Mount                           Thresher Outrider  (balance Worm)
  Char_ThresherWorm_BossAdd                     Thresher Worm Boss Add  (balance BossAdd)
  Char_ThresherYoung_BossAdd                    Thresher Young Boss Add
  Char_ThresherTremor                           Thumper Thresher  (balance Tremor)
  Char_BruteCannon                              Thunderhead  (balance Cannon)
  Char_CreepTim                                 Tim  (balance Tim)
  Char_Meathead_OrdiniteInfused_PearlGearGen    Tiny Bigs  (balance Meathead_OrdiniteInfused_PearlGearGen)
  Char_Robo_Totem_Tough                         Tough Totem
  Char_BruteToy_BossAdd_MercenaryDay            Toy Pinhead  (balance ToyBrute_Add)
  Char_OrderTurret_Augmenter                    Transducer  (balance Augmentor)
  Char_BeastLoot                                Treasure Coach  (balance LootMount)
  Char_DarkSiren_PhaseFamiliar                  Trouble  (balance None)
  Char_BeastHammerHead                          Trumpethorn  (balance HammerHead)
  Char_PhalanxFishhead                          Tsunami  (balance Fishhead)
  Char_UberLeaderHead                           Uber Leader Head  (balance UberLeaderHead)
  Char_StrikerCloakUnstable                     Unstable Infiltration Engine  (balance StrikerGhostUnstable)
  Char_VCM_QuestionMark                         VCM Question Mark
  Char_CatAdultGuardian                         Veiled Cat Adult
  Char_CatBadassGuardian                        Veiled Cat Badass
  Char_CatBloatedGuardian                       Veiled Cat Bloated
  Char_CatElderGuardian                         Veiled Cat Elder
  Char_CatYoungGuardian                         Veiled Cat Young
  Char_VendTurret_ChaingunAttachable_Child      Vend Turret Chaingun Attachable Child
  Char_VendTurret_FlamethrowerAttachable_Child  Vend Turret Flamethrower Attachable Child
  Char_VendTurret_RocketAttachable_Child        Vend Turret Rocket Attachable Child
  Char_SpliceSpliceVend                         Vend Zane  (balance VendingSplice)
  Char_Cat_DragMom                              Vichelle Mirage  (balance DragMom)
  Char_DroneShield                              Vigilant Witness  (balance Shield)
  Char_SoldierCorrupt                           Vile Armature  (balance Corrupt)
  Char_CreepCorrupt                             Vile Creep  (balance Corrupt)
  Char_BruteCorrupt                             Vile Deadhead  (balance Corrupt)
  Char_Soldier_PlotMount3_CorruptDuo            Vile Duo Armature  (balance PlotMount3_CorruptDuo)
  Char_Striker_PlotMount3_CorruptDuo            Vile Duo Engine  (balance PlotMount3_CorruptDuo)
  Char_StrikerCorrupt                           Vile Engine  (balance Corrupt)
  Char_BatCorrupt                               Vile Kratch  (balance Corrupt)
  Char_CatCorrupt                               Vile Mangler  (balance Corrupt)
  Char_MeatheadCorrupt                          Vile Meathead  (balance Corrupt)
  Char_PangolinCorrupt                          Vile Pangolin  (balance Corrupt)
  Char_PsychoCorrupt                            Vile Psycho  (balance Corrupt)
  Char_GunToterCorrupt_Male                     Vile Ripper  (balance Corrupt)
  Char_BeastCorrupt                             Vile Savagehorn  (balance Corrupt)
  Char_SpliceCorrupt                            Vile Splice  (balance Corrupt)
  Char_SideCity_Psycho_CorruptTED               Vile Ted  (balance SideCity_CorruptTED)
  Char_ThresherCorrupt                          Vile Thresher  (balance Corrupt)
  Char_LeaderCorrupt                            Vile Warden  (balance LeaderCorrupt)
  Char_GruntCorrupt                             Vile Watchman  (balance Corrupt)
  Char_PhalanxCorrupt                           Vile Zerker  (balance Corrupt)
  Char_ThreshOWar_RocketAttachable              War Pods  (balance ThreshOWarRockets)
  Char_LeaderBasic                              Warden  (balance LeaderBasic)
  Char_BruteMissile                             Warhead  (balance Missile)
  Char_BeastMount                               Warhorn  (balance Mount)
  Char_GruntSMG                                 Watchman  (balance SMG)
  Char_GunToter_LifeCoach                       Wayward Soul
  Char_GunToter_Cure_Small                      Wee Party Ripper
  Char_BeastWhitehorn                           Whitehorn  (balance WhiteHorn)
  Char_BeastBasic                               Wildhorn  (balance Basic)
  Char_Cat_CattieCrew_Wingdings                 Wingdings
  Char_DroneBasic                               Witness
  Char_GunToterRider_Male                       Wrangler  (balance Assault)
  Char_ThresherWorm                             Wyrm Thresher  (balance Worm)
  Char_Brute_Vault_Mount_Corrupt                Yawning Abyss
  Char_PhalanxMelee                             Zerker  (balance Melee1)

------------------------------------------------------------------------------
Regenerate: node scripts/build-actor-name-catalog.mjs
(after node scripts/build-enemy-reference-data.mjs when Nexus export updates)
